rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-601-org,   liam, gearen, 28, wood place, , trott park, 4810, nsw, 19010421, 32, 03 27460573, 6768093, 9
rec-610-org,   gabrielle, leslie, 146, boldrewood street, mossburn, labrador, 4521, nsw, 19180314, 29, 07 44984701, 7049135, 9
rec-617-org,   lachlan, petito, 1, kitchener street, berkeley village, beverly hills, 3148, sa, 19950619, 38, 04 35918398, 4149321, 8
rec-417-org,   isaiah, kradolfer, 27, jerrabomberra avenue, , mosman, 5093, nsw, 19970722, 22, 03 26600698, 5626589, 0
rec-172-org,   rosie, petersen, 38, hargrave street, numby, woodville north, 3128, vic, 19940212, , 08 01138803, 1640811, 3
rec-707-org,   adam, vrettis, 25, denny street, secret pond, toowoon bay, 3116, wa, 19610104, 29, 08 44757211, 2828783, 9
rec-643-org,   liam, harbottle, 43, burhop close, , kurri kurri, 4562, vic, 19160209, 21, 04 92842402, 4334526, 1
rec-129-org,   delaney, mitchell-collins, 9, sainsbury street, , westlake, 2112, nsw, 19800104, 23, 02 45463216, 3101387, 5
rec-352-org,   lee, lowe, 17, , , bexley north, 4807, nsw, 19680712, , 08 50015216, 3729377, 8
rec-146-org,   alexander, sebregts, 8, rosella street, , rosewater, 4228, nsw, 19061012, , 03 69726313, 2722473, 5
rec-266-org,   teal, einthal, 37, newman morris circuit, crown allotment, naremburn, 2261, act, 19971204, 24, 04 35055415, 8525992, 7
rec-231-org,   brooklyn, sherriff, 222, hansen circuit, wheatlea, moe, , qld, 19490713, 35, 02 88642277, 1573945, 3
rec-486-org,   xepheren, purdon, 307, burkitt street, , wentworth, 6021, qld, 19710409, 27, 04 94965464, 1162790, 0
rec-510-org,   madison, rees, 11, hutt street, ballymannin, noble park, 2114, vic, 19171224, , 08 74665184, 6847862, 8
rec-19-org,   chloe, noble, 13, mackenzie street, , miami, 3250, sa, 19720907, 27, 08 88624639, 7868650, 3
rec-449-org,   zachary, zimmermann, 28, sturt avenue, , kingston, 3219, vic, 19400503, 29, 08 74539024, 1289633, 3
rec-532-dup-0, harriet, , 7, lindwall place, , bellmere, 4109, wa, 19370299, 25, 03 70378666, 4345661, 8
rec-491-org,   aidyn, white, 3, collocott crescent, , boronia heights, 3133, vic, 19490730, , 08 58845819, 9462377, 2
rec-161-dup-1, danil, gibb, 14, pell place, untw3, st albans, 5112, qld, 19520705, 34, 07 82248570, 7175374, 6
rec-34-dup-0, hannah, cruttenen, 19, mcdonald tsreet, boeing park, ascot, 3168, nsw, , 20, 02 26157976, 6689712, 3
rec-669-org,   georgia, slape, 29, jerrabomberra avenue, kurrajong, invermay, 5112, nsw, , 20, 03 38251458, 7875839, 5
rec-778-org,   jordan, green, 7, haines street, , montmorency, 6152, act, 19101014, 31, 03 87059544, 4003515, 2
rec-164-org,   mattheo, painter, 47, barr-smith avenue, burnside, springfield, 2839, qld, 19921023, 37, , 3449130, 4
rec-595-org,   vendula, white, 20, waddell place, cooranga, coolum beach, 6062, nsw, 19330106, 31, 08 19204219, 2700614, 3
rec-17-org,   angus, pierri, , kirby place, glenmore, dungog, 5031, nsw, 19380806, 28, 02 79474388, 9403084, 2
rec-698-dup-0, josh, simonn, 19, karney stteet, ethnam farm, hackham, 3144, viec, 19920616, 33, 04 35943784, 6250286, 7
rec-337-org,   timothy, tiller, 18, bridge street, , orange, 2305, nsw, 19960608, 40, 08 51834668, 5880458, 1
rec-556-dup-2, christian, huthceson, 8, marchantrcircuit, , alice springs, 2035, vic, 19908005, 37, 03 97551376, 7690623, 8
rec-526-dup-0, , had, 32, mcclure treet, , mulgrave east, 5162, vic, 19140121, 28, 08 51639543, 2132212, 4
rec-535-org,   sara, di domenic, 8, laseron place, , bundaberg north, 3101, nsw, 19390630, 23, 04 44375328, 3471040, 4
rec-401-org,   jessica, hassell, 1, skinner street, the lakes retirement village, clear mountain, 2318, vic, 19730412, 27, 02 18968306, 4591357, 2
rec-578-org,   matthew, , 1, atherton street, glenfyne angus stud, lismore, 2582, vic, 19121221, , 02 99038367, 5373470, 4
rec-779-org,   logan, moody, 96, morphett street, white house, sunnybank, 2113, wa, 19471118, 37, 04 93536087, 8385340, 0
rec-531-org,   bayden, coulson, 8, officer crescent, , thornlands, 3268, vic, 19970713, 30, 03 20899372, 8923722, 1
rec-283-org,   michael, thorpe, 52, duigan street, , toowong, 2572, act, , , 03 17297218, 2805944, 5
rec-588-org,   lucy, hauser, 137, wattle street, , page, 2630, nsw, 19050910, 24, 08 80447020, 4510555, 4
rec-262-org,   pace, green, 29, horrocks street, , little mountain, 2460, vic, 19670509, 20, 04 01582034, 7950454, 8
rec-270-org,   david, donaldson, 63, jardine street, , noble park, 4500, wa, 19270226, 13, 07 73484176, 8000228, 3
rec-73-org,   mia, sheldon, 17, currie crescent, , coombabah, 6450, , 19380215, 20, 07 80343752, 2418513, 8
rec-541-dup-0, liyl, chandler, 70, howe crescent, , leicmhardt, 4006, sa, , 38, 02 79479435, 3392967, 8
rec-709-org,   timothy, georgiadis, 14, jondol place, , balwyn north, 3089, nsw, , 26, 03 68606389, 7863923, 8
rec-534-org,   joshua, lindholm, 24, paterick place, rosetta village, christie downs, 2460, nsw, 19130520, 37, , 9928040, 7
rec-65-dup-0, deakin, stanley, 198, dempsey ptlace, rosetta village, parmelia, 2335, vic, 19550128, 36, 02 59762547, 1622098, 2
rec-520-org,   kaitlyn, richmond, 108, outtrim avenue, , currimundi, 3020, qld, 19890304, 28, 08 32607824, 3509312, 8
rec-174-org,   charlotte, haviv, 1, hugh mckay crescent, , helensburgh, 3898, vic, 19180225, 32, 08 85664533, 4474698, 9
rec-326-org,   emiily, rake, 3, gillies street, , the basin, 3977, wa, 19051116, , 02 52201470, 7336627, 6
rec-259-org,   rhys, tarn, 1, limbunya street, , broadmeadows, 6054, sa, 19420614, 39, 08 73416099, 6061786, 5
rec-700-dup-0, madison, rees, 11, mcgill dtreet, glenlee, , 3140, visc, 19800404, , 07 81693619, 2626044, 2
rec-491-dup-0, aidyn, wight, 6, collocott crdscent, , boronia heights, 3133, vic, 19490730, , 08 58845819, 9462377, 2
rec-658-org,   eliza, matthews, 117, chewings street, , yarrawonga, 2766, qld, 19980604, , 07 21162791, 7685924, 0
rec-551-org,   nathan, george, 17, hopman place, , blackmans bay, 2820, nt, , , 07 96814945, 7026602, 1
rec-354-org,   daniel, matthews, 1, castieau street, , julatten, 3806, wa, 19350217, 32, 02 24387603, 2089407, 1
rec-104-dup-0, matthew, griton, 73, harper street, , cherrybrook, 6150, vic, 19320727, 20, 03 81530044, 6474312, 3
rec-607-org,   jared, gao, 59, brickhill place, sunnyside orchards, marsden, 2069, qld, 19601229, 30, 04 14839358, 1128811, 7
rec-282-org,   dean, callahan, 23, mcelhone court, , albury, 6125, nsw, , 31, 03 27074272, 1105587, 2
rec-157-org,   zac, verner, 8, dallachy street, st johns retirement village, oatlands, 3912, nsw, 19770821, 11, 08 78061826, 2485774, 0
rec-571-org,   laklynn, boxer, 87, groveland crescent, , surry hills, 4152, nsw, 19740129, 35, 03 46985748, 2558081, 1
rec-106-dup-1, kimberky, vreugdenburg, 1, marcus clarke street, , , 2603, tas, 19557503, 33, 04 93441684, 2982516, 1
rec-508-org,   kale, maliel, 137, morehead street, the swamp, dimboola, 3500, , 19381125, 27, 04 17365923, 4593766, 8
rec-360-org,   samantha, hilton, 6, gilbert street, clisby farm, vermont south, 2539, vic, , 38, 07 49333344, 8240477, 4
rec-150-org,   thomas, mccarthy, 23, hobbs street, binbimbie, petermann, 4551, wa, 19430113, 29, 04 52952392, 7177036, 4
rec-4-org,   bethany, white, 3, theodore street, fl 3, toowoomba, 6060, vic, 19210716, 27, 08 94735388, 5480756, 4
rec-769-org,   juliana, george, 19, rene street, carrington retrmnt vlge, baxter, 4207, vic, 19641102, 20, 02 36164361, 9751282, 8
rec-695-org,   thomas, widdowson, 5, davidson street, , bayonet head, 3012, nt, 19151112, , 03 58865371, 8090951, 4
rec-291-org,   luke, mason, 14, burkitt street, , buddina, 2605, wa, 19060206, , 02 72812903, 6121940, 5
rec-760-dup-2, , fause, 52, barr-smiyh avenue, , castlemaine, 2485, qld, 19610718, 9, 07 08595277, 5539185, 8
rec-681-dup-2, gabrielle, smallacombe, 56, gilday puace, , olnda, 4722, wa, 19170206, 35, 07 10706024, 1855668, 7
rec-247-org,   breony, millar, 4, mack street, , sale, 4152, vic, 19640827, 24, 03 81067762, 6908448, 4
rec-767-org,   alice, watkinf, 180, dandenong court, , toronto, 2259, vic, 19460428, 24, 08 55938619, 2868343, 4
rec-361-org,   harrison, frolow, 12, , ra 23012, ettalong, 6152, nsw, 19700927, 34, 03 76573039, 7816553, 3
rec-299-org,   charlotte, clarke, 48, , , wynnum west, 2251, , 19610210, , 04 14343075, 9881038, 0
rec-523-org,   harrison, cicchini, 2, fortescue place, , maryborough, 6021, sa, 19580610, 20, 02 89936787, 9319712, 7
rec-234-org,   jamie, ryan, 3, knox street, , east maitland, 5097, nsw, 19461129, 33, 03 49248841, 1831549, 2
rec-246-org,   noah, bloomfield, , rapanea street, , ormeau, 3108, nsw, 19901023, , 08 72240531, 1160126, 6
rec-177-dup-0, jaco, bade witz, 9, abrahams crescent, villa 36 sovereign garden, risdon vale, 3038, , 19491108, 24, 02 96683266, 4589741, 6
rec-478-org,   louise, binns, 275, slessor crescent, red gate, burleigh heads, 5521, sa, 19890924, 34, 07 88098195, 9219043, 9
rec-310-dup-2, isabella, haybal, 19, gill sqtreet, laurel bank, frankston, 5277, nsw, 19820731, 23, 03 37316075, 2210597, 1
rec-431-org,   renee, verner, 30, belconnen way, shoal bay, ballarat, 2024, wa, 19941122, , 02 44488537, 5858369, 5
rec-312-dup-2, brocie, elsworth, 0, bradfield street, house 254 durack garden caravn park, cape clear, 2167, qld, 19530203, 35, 02 81888824, 9988893, 0
rec-12-org,   caleb, nguyen, 80, belconnen way, , mentone, , wa, 19420827, 27, 08 36706718, 7765010, 9
rec-51-org,   casey, gascoigne, 39, , , yarraville, 3363, qld, 19540326, 28, 07 23665120, 7203020, 5
rec-656-org,   alana, ronan, 669, withnell circuit, , hoppers crossing, 3161, vic, 19600623, 33, 04 48627565, 5137515, 7
rec-56-org,   caitlin, green, 12, donaldson street, , duncraig, 6151, vic, 19260420, 27, 04 90723429, 1183642, 7
rec-634-dup-2, stephanie, , 29, blowering street, , box hillmsouth, 2287, vic, 19420301, 31, 04 21886129, 5738964, 8
rec-66-org,   jordan, meaney, 33, barada crescent, , lalor park, 2298, vic, 19390826, 32, 07 42507031, 1107313, 1
rec-123-org,   liam, yee, 6, allwood street, villa 5, kariong, 5021, qld, , 27, 08 41490991, 5420059, 1
rec-629-org,   lilly, hand, 24, gatton street, rydellan, trevallyn, 4118, , 19110819, 12, 07 10335407, 9069112, 7
rec-112-dup-0, daam, musolino, 6, bavin sureet, , shoalhaven heads, 3021, sa, , 32, , 3719472, 5
rec-288-dup-1, edgar, , 25, tarrant cescent, , ballan, 3555, nsw, 19100627, 22, 03 80159162, 1780528, 8
rec-538-org,   david, grandal, 8, bingara place, , kunghur, 3194, sa, 19761211, 28, 07 95551612, 1879340, 0
rec-747-org,   alexander, campbell, 14, wehl place, , kiara, 3797, vic, 19751123, 9, 03 90612544, 1802706, 2
rec-644-dup-2, amber, berrymman, 42, eyre street, , seymour, 2040, qkd, 19090705, 82, 07 30014565, 7995794, 4
rec-114-dup-0, georgia, gamlin, 3, , , murray bridge, 3042, wa, 19960527, 38, 02 10391081, 5276522, 1
rec-370-org,   anari, reid, 814, nymagee place, , maiden gully, 4655, tas, 19930311, 23, 04 74417563, 2480240, 9
rec-153-org,   kayden, maynard, 70, ogilvie place, retirement village, belmont, 3764, nsw, 19770909, 39, 03 18716433, 2309713, 5
rec-546-org,   charlotte, pesti, 25, irvine street, dugout 65, nollamara, 4352, vic, , 24, 03 62381785, 3143346, 1
rec-426-org,   kynan, claydon, 3, serpentine street, bungaba, black rock, 3218, sa, 19120228, 31, 02 02165827, 3038699, 2
rec-226-org,   kelsey, ritzau, 32, mount stromlo road, , eleebana, 5045, nsw, 19650707, 30, 04 53046455, 6196670, 5
rec-279-org,   tony, mccracken, 53, alleyne close, ra 939, iluka, 2076, qld, , , 03 72462167, 7452642, 4
rec-470-org,   harrison, white, 392, de graaff street, , yagoona, 2190, nsw, 19430906, 28, 07 35721561, 1371718, 4
rec-700-dup-1, madison, reds, 11, mcgill street, , armidale, 3140, , 19800404, , 07 81693619, 2626044, 2
rec-101-org,   lachlan, reid, 22, antill street, guest village (cnr bullcreek d drive, doubleview, 5642, nsw, 19910619, , 04 72925248, 4806490, 9
rec-492-org,   marcus, anatoly, 64, charlton crescent, central coast van park, armidale, 2843, wa, , 32, 07 17353259, 6276902, 5
rec-685-org,   charlotte, pringle, 190, sprent street, , keysborough, 2324, vic, 19901105, 38, 03 99655809, 6691182, 8
rec-97-org,   olivia, gilkes, 43, hannan crescent, , sanctuary point, 2099, , 19640221, 37, 03 67813247, 2849479, 0
rec-430-org,   tony, sager, 88, florey drive, , kirribilli, 2835, nt, 19721205, 9, 02 47050041, 8253164, 0
rec-321-org,   kai, coleman, 180, jennings street, sec 654 hd pt gawler cnr boundary, northmead, 6007, tas, 19171219, , 02 56962597, 6672064, 7
rec-63-org,   jack, pennycuick, 4, humble court, tewantin plaza, glenwood, 6026, nsw, 19980202, , 07 87287770, 3582136, 7
rec-704-dup-0, elly, halligan, 14, shannon circuit, , lamington, 2528, aw, 19530116, , 03 03717635, 9930874, 1
rec-625-dup-0, hollie, moory, 9, murchison sreet, , chittaway point, 3102, vic, 19480221, 24, 08 64626789, 5113259, 5
rec-509-org,   samuel, vincent, 8, banfield street, , millmerran, 2067, vic, 19820717, 22, 08 24476569, 3410446, 3
rec-2-org,   emiily, bastin, 3, fitzalan street, , st albans, 2533, nsw, 19551228, 25, 03 14903828, 9440953, 9
rec-121-dup-0, yasimn, priesley, 10, mulvey place, , bondi junction, 4507, nsw, 19370605, 27, 04 38098028, 2491706, 1
rec-260-org,   nicholas, clarke, 1, willoughby crescent, unt 1, edithvale, 3500, nsw, 19731230, , 03 10696866, 1643158, 6
rec-541-org,   lily, chandler, 70, howe crescent, , leichhardt, 4006, sa, , 38, 02 79497435, 3392967, 8
rec-507-org,   jessica, robson, 14, falkiner place, , edgewater, 5214, qld, 19670907, 22, 02 94781880, 9371788, 6
rec-1-dup-0, bailley, , 1, kingsmill street, , kirwan, 3922, , 19910709, 26, 07 83044664, 9501572, 7
rec-69-dup-1, daniel, flores, 133, bromellcircuit, , kaleen, 2101, vix, , 29, 07 82255312, 8036904, 5
rec-79-org,   william, falting, 610, keverstone circuit, , crystal brook, 2322, vic, 19971019, 38, 03 99548873, 7901368, 7
rec-460-dup-0, ryqn, craske, 51, maurice olace, lanoma, wynyard, 3084, nsw, 19650814, , 03 78874721, 6740696, 2
rec-744-org,   vanessa, , 34, kitchener street, , south perth, 6066, nsw, , 26, 08 20216991, 2489855, 2
rec-396-org,   billy, rustam, 23, apsley place, lindsay island, kirribilli, 3222, wa, 19440330, , 07 53713159, 8839178, 7
rec-130-org,   kira, leslie, 12, parkhill street, , moe, 2650, vic, 19691026, 20, 08 70117753, 1401887, 3
rec-332-org,   jessica, montuori, 27, pickles street, , greensborough, 3199, nsw, 19150412, , 04 47504432, 2065265, 8
rec-451-org,   jaimee, mcsporran, 10, parfitt crescent, , ma ma creek, 4573, nsw, 19461226, 10, 04 64262663, 3136563, 8
rec-369-org,   pearson, homann, , outtrim avenue, , toodyay, 2289, wa, 19160731, 20, 03 13000126, 9905245, 5
rec-312-dup-0, brodie, elsworth, 1, house 254 durack garden caravn park, bradfield street, cape clear, 2167, qld, 19530203, 39, 02 81888824, 9988893, 0
rec-671-org,   annabella, reid, 13, gallagher street, rockview, gre gre south, 2486, nsw, , 19, 04 54920725, 4352926, 9
rec-413-org,   michael, brajkovic, 7, , , lockleys, 7301, vic, 19360412, 29, 03 02508866, 4639331, 6
rec-141-org,   alice, minards, 7, alston street, , rossmore, 2069, , 19500803, , 03 78689001, 2683401, 6
rec-760-dup-1, , fauser, 52, barr-smiyh avenue, , castlemaine, 2458, qld, 19610717, 9, 07 08795277, 5539185, 8
rec-440-org,   joel, dessi, 24, wirilda street, , parramatta, 6101, sa, 19560910, 33, 02 28743452, 7495558, 6
rec-42-org,   crystal, garcia, 66, wheeler crescent, , casino, 7250, nsw, , 38, 08 16570559, 5819620, 1
rec-229-org,   connor, manson, 8, galleghan circuit, west-view, naracoorte, 6208, wa, , 27, 08 37482096, 6466888, 0
rec-183-org,   jasmine, vatchenko, 32, moorehead place, , tomakin, 3089, wa, 19420526, 24, 03 03432645, 7610414, 8
rec-276-org,   andrew, wiseman, 11, collings street, tathra, bundaberg, 5020, sa, 19620723, , 08 97840986, 6836347, 8
rec-143-org,   olivia, bennier, 64, buggy crescent, shillelagh park, lewiston, 5173, qld, 19780524, 28, 04 18737604, 8368732, 9
rec-15-org,   thomas, colantuono, 34, magrath crescent, , mayfield, 4740, sa, 19850510, 28, 07 67787129, 6279326, 8
rec-785-org,   bayden, mesecke, 5, corlette crescent, , prospect, 7011, sa, 19990315, 29, 07 81878353, 2244685, 4
rec-443-org,   megan, leong, 2, montagu place, , north ryde, 3200, wa, 19670805, 27, 08 06857655, 8787974, 8
rec-435-org,   melinda, kranz, 25, miller street, , como, 5169, qld, 19231128, 35, 08 71382122, 7797282, 7
rec-342-org,   amber, procter, 7, barada crescent, , raymond terrace, 4211, wa, 19001106, 26, 08 54166837, 4424339, 2
rec-604-org,   karli, clarke, 4, walker crescent, , mount isa, 2614, nsw, 19681103, 30, 04 54268724, 8838578, 7
rec-302-org,   alec, petersen, 22, grimshaw street, , sunshine beach, 4671, wa, 19520608, 7, 03 38194871, 3737452, 4
rec-688-org,   bailey, donaldson, 8, needham place, athlone, two rocks, 5606, qld, 19780326, 23, 08 73524302, 7637236, 9
rec-742-org,   benjamin, haar, 3, shann place, , plenty, 2208, nsw, 19280823, 19, 08 50730144, 6652312, 3
rec-422-org,   helena, viro, 13, sidaway street, dockside 44, robertson, 6324, nsw, 19741210, 32, 02 21203366, 6602253, 4
rec-790-dup-1, alextandra, guymer, 80, reuther street, , landsborough, 2110, , 19140136, , 04 24321021, 2084829, 8
rec-659-org,   annabelle, needham, 13, marconi crescent, invernahaven, orange, 6163, nsw, , , 04 88726375, 7320481, 8
rec-357-org,   paige, tiller, 118, gouger street, swanleigh, molong, , vic, , 29, 04 81067276, 3278559, 0
rec-209-org,   liam, crouch, 75, nicolle place, tyne, oakden, 3075, nsw, 19800317, 38, 04 35244375, 1431830, 4
rec-66-dup-0, jordan, meaney, 22, barada xrescent, , lalorpark, 2298, vic, 19390826, 32, 07 42507031, 1107313, 1
rec-686-org,   riley, zilm, 13, manifold place, athlone, nuriootpa, 3170, act, , 21, 03 27005386, 7608522, 9
rec-625-dup-1, hollie, moosy, 9, murchison street, , chittaway point, 3102, vic, 19460221, 24, 08 77894208, 5113359, 5
rec-303-org,   kobe, berryman, 39, togo place, bardun park, lakemba, 7009, sa, 19810226, 24, 02 51940870, 9442684, 5
rec-313-org,   larissa, mazzocchetti, 1, dann close, kingcora, eastern heights, 3078, nsw, 19331116, , 04 28134374, 7501326, 9
rec-131-org,   samuel, dixon, 54, mundawari circuit, montrose, birrong, 5108, vic, 19250327, 22, 07 08574685, 6808468, 3
rec-261-org,   lewis, dorree, 7, florence fuller crescent, , jerrabomberra, 5244, sa, 19230320, 32, 04 30169241, 4710569, 6
rec-252-dup-2, james, wyllie, 98, skinner sdreet, brindabella specialist centre, armidale, 2540, vic, 19530628, 17, 08 77500413, 4021890, 5
rec-11-org,   , haythorpe, 9, millen street, , penshurst, 4060, nsw, 19041104, 26, 03 49771896, 4488647, 2
rec-751-org,   connor, lodge, 47, eggleston crescent, , mermaid waters, 2192, qld, 19390303, 32, 03 26935966, 5897787, 7
rec-399-dup-0, makayla, nguyen, 6, elliott street, kela, surrey hills, 2300, wa, 19990618, 38, 04 92845239, 5200781, 6
rec-587-dup-0, claire, dixyn, 39, chowne street, , peake, 2099, qld, , 25, 03 02975070, 2538749, 7
rec-1-org,   bailley, , 2, kingsmill street, , kirwan, 3922, qld, 19910109, 26, 07 83044664, 9501572, 7
rec-627-org,   jock, asser, 321, mcgowen close, , tenby point, 2560, nsw, 19770305, 39, 08 48961106, 8255963, 5
rec-529-org,   gillian, rosada, 26, paul coe crescent, marriott downs, theodore, 5049, qld, 19210222, 38, 07 66731584, 9297334, 2
rec-441-org,   angus, bates-brownsword, 1, jukes place, briony downs, tweed heads, 3630, nsw, 19310915, 27, 07 50223882, 9898318, 9
rec-434-org,   james, george, 164, fihelly street, , carrara, 2560, nsw, 19250911, 28, 02 12140833, 6392961, 4
rec-65-org,   deakin, stanley, 19, dempsey place, , parmelia, 2335, vic, 19550128, 36, 02 59762547, 1622098, 2
rec-112-dup-2, adau, musolino, 6, bavin street, , shoalhaven head, 3021, sa, , 23, , 3713472, 5
rec-498-org,   emiily, weaver, 3, winstanley street, , bellevue hill, 2530, sa, 19380721, , 03 68443688, 9496167, 6
rec-445-org,   cassandra, ahmed, 6, namadgi circuit, brentwood vlge, clayton, 3860, qld, , , 02 06492288, 9785781, 6
rec-795-org,   lauren, campbell, 26, sentry crescent, , barrington lower, 2607, nsw, 19310729, 20, 08 19735674, 2584052, 2
rec-515-org,   taylor, campbell, 102, antill street, eden park, condell park, 6052, vic, 19670408, 12, 04 08664368, 1239070, 7
rec-334-org,   jasmyn, nguyen, 14, mcfarlan place, myrtle point, , 5162, nsw, 19180907, 29, 08 95118953, 2740251, 1
rec-679-dup-0, xavier, campbell, 18, conner close, , raceview, 2229, vid, 19311320, 35, 03 64425560, 9323616, 6
rec-780-org,   judah, stampke, 360, yates garden, , bridgewater, 3690, sa, 19710123, 22, 04 33304099, 7547540, 0
rec-635-org,   cooper, mcneill, 58, churchill way, winterwood, stanmore, 3148, nt, , 31, 02 75473963, 3773398, 8
rec-660-dup-0, white, adam, 568, , , mooloolaba, 2322, qld, 19210815, 27, 08 31463868, 7224309, 6
rec-237-dup-1, emma, jollh, 51, dallachy street, yggdrasil, ascot, 2211, w, 19351022, 32, 02 20664151, 3624041, 8
rec-474-org,   emiily, beattie, 42, ballard place, hstgs, brewarrina, 4012, sa, 19830212, , 02 33558205, 9368751, 3
rec-427-org,   amber, bullock, 43, derrington crescent, , cranbourne, 4610, qld, 19830514, 33, 03 80767849, 2138030, 8
rec-533-org,   gracie, dixon, 9, pinkerton circuit, , slacks creek, 3141, nsw, 19340322, 27, 07 43171323, 6905534, 8
rec-311-org,   erin, hobson, 67, guthridge crescent, , adelaide, 2602, nsw, 19910805, 32, 04 32184765, 8297660, 2
rec-560-org,   riley, dargaville, 49, nicklin crescent, the rookery, currans hill, 2440, vic, 19090306, 6, 02 72503223, 7543004, 2
rec-720-org,   lucy, , 42, renwick street, marylands, moe, 6210, , 19610512, 29, 08 82870787, 9857411, 6
rec-511-org,   connor, haskett, 5, walker crescent, , coodanup, 3021, nsw, 19830726, , 03 25981110, 9995415, 1
rec-16-org,   madison, berryman, 29, giles street, meemar, , 4810, vic, 19941130, , 08 38743728, 7031312, 5
rec-180-org,   maya, reid, 15, sinclair street, , aspley, 4352, wa, , , 08 63112178, 7993845, 1
rec-391-org,   madison, mortlock, 101, davison place, , flagstaff hill, 4104, nsw, 19040320, , 07 16304343, 1926452, 0
rec-681-dup-0, gabriella, smallacombe, 56, gilday poace, , olinda, 4722, wa, 19170206, 35, 07 10756024, 1855686, 7
rec-347-org,   jackson, christo, 7, canterbury crescent, rsde 302, blacktown, 2747, vic, 19581022, , 02 40623913, 5843825, 3
rec-702-org,   emiily, denness, 22, rymill place, alehvale station, narellan, 3163, nsw, 19450808, , 02 64734025, 4708565, 8
rec-576-org,   emma, frahn, 5, weddin circuit, demountable bldg, eaton, 2210, , 19690413, 31, 08 63483177, 2744255, 0
rec-225-org,   lauren, cromer, 4, , manacumble, thornleigh, 2230, nsw, 19530512, 28, 02 04859271, 3800919, 7
rec-26-org,   tara, mccarthy, 5, pitcairn street, , sunshine north, 4670, wa, 19240917, , 03 40936953, 3389717, 7
rec-343-org,   mitchell, , 4, clint place, beach house, bingie, 4066, nsw, 19210805, 22, 08 67055780, 4523886, 9
rec-446-org,   bayley, clarke, 4, noongale court, , bridgeman downs, 3550, qld, , , 02 74922153, 2010343, 3
rec-340-dup-2, tristwn, bradshaw, 96, mueller street, sherrwood, sunshine north, 2073, qld, 19460104, 10, 08 32937353, 8298351, 4
rec-425-org,   archer, crouch, 4, badcoe street, , crows nest, 2222, sa, 19750214, 24, 02 88745020, 2634292, 8
rec-456-org,   seth, grierson, 21, carleton street, lawless, barcaldine, 4670, vic, 19870321, 26, 07 34085332, 8346760, 9
rec-705-org,   brendan, , 26, moon place, loravilla, baxter, 3044, qld, 19250609, , 07 84875089, 6439779, 8
rec-555-org,   david, , 4, marshall street, , pullenvale, 5086, vic, 19171214, 32, 04 67495361, 7999182, 1
rec-288-dup-0, edward, , 25, tarrant crscent, , balan, 3555, nsv, 19100627, 23, 03 80159162, 1780528, 8
rec-619-org,   edward, millar, 288, beasley street, , newham, 2290, nsw, , , 08 61681728, 5862894, 1
rec-216-org,   megan, inveen, 15, fizelle place, , altona meadows, 3136, vic, 19730725, 36, 08 50149459, 1933560, 3
rec-516-org,   thomas, mason, 7, tangari street, , bayswater, 2576, wa, 19310319, 30, 02 36569960, 7994989, 5
rec-166-dup-0, brooje, clafke, 6, millen street, , taigum, 2066, nsw, , , 04 41621999, 2238656, 3
rec-526-dup-1, , hand, 33, mcclure street, , mulgravee ast, 5162, vid, 19141021, 28, 08 51639543, 2132212, 4
rec-719-org,   , cowell, 17, galloway street, , purga, 2422, vic, 19000823, 32, 08 43014381, 7137483, 6
rec-298-org,   tasman, hibibis, 6, kidston crescent, , ruabon, 4880, vic, 19521224, 21, 07 08242594, 6853832, 9
rec-114-org,   georgia, gamlin, 7, , currimundi garden, murray bridge, 3042, wa, 19960527, 38, 02 10391081, 5276622, 1
rec-726-org,   kelsey, stephenson, 641, frater crescent, , thirroul, 4870, sa, 19760210, 32, 08 98824469, 1171493, 0
rec-235-org,   ella, ho, 17, dalziel street, , port macquarie, 3030, qld, 19790729, 38, 04 29422191, 3359211, 0
rec-585-org,   bryce, greenhalgh, 19, syme crescent, acadia, preston, 5070, nsw, 19710626, 42, 07 68510544, 1916762, 9
rec-75-dup-0, , constance, 34, la perouse street, , ivanhoe, 2065, qld, 19460627, , 02 68413282, 8588258, 1
rec-648-org,   vanessa, papandreou, 12, telopea park, , bundaberg, 4157, wa, 19570925, 26, 07 94667716, 1177898, 3
rec-86-org,   blaize, rapson, 69, love street, llantwit house, campbelltown, 2011, nsw, 19671115, 37, 03 67907551, 1823436, 0
rec-555-dup-0, daviod, , 4, marshall street, , pullenvale, 5080, vic, 19171214, 32, 04 67895361, 7999182, 1
rec-245-org,   alexandra, campbell, 177, eton place, , belmont, 2711, nsw, 19041207, 28, 07 99381173, 2909053, 4
rec-616-org,   ethan, ho, 4, withers place, sunnyspot farm, adventure bay, 2047, wa, 19030812, 22, 03 48806887, 9476298, 3
rec-257-org,   emiily, swayne, 34, appel crescent, , kempsey, 3814, vic, 19821206, 38, 02 09612516, 6425368, 6
rec-317-org,   michael, edis, 17, provis place, , castlemaine, 4352, wa, 19631211, 28, , 1989414, 1
rec-31-org,   harriet, kooyman, 13, brodzky place, , terrigal, 2170, nsw, 19900805, 31, 07 99048312, 9864063, 5
rec-712-org,   jaimee, swayne, 11, mackellar crescent, , hamilton, 4218, nsw, 19650318, 32, 02 67609680, 5555398, 6
